OBJECTID,PEID,PGID,Name,NmDisp,NmAlt,ISOalpha3,Ctry,Regn,RegnSub,ROG,AffCd,Aff,PeopleDesc,LocationDesc,Pop,PopCls,EvngPct,EvngLvl,CongExst,Plnting,EngStat,GSEC,GSECbrf,GSEClng,SPI,SPIdesc,LPI,LPIname,LPIdesc,ROL,Lang,LangFamily,LangClass,LangSpkrs,ROR,Rlgn,RlgnAdher,RORdesc,RlgnBs,ROR4,ROR3,RlgnDiv,ROP3,PplNm,ROP25,Ethne,ROP2,PplClstr,ROP1,Affbloc,Bible,Jesus,Radio,Gospel,Audio,Stories,ResTot,LvlBible,YrPub,PicCrdt,PicURL,Photo,Indigenous,Latitude,Longitude,PeopleSearch,UpdatedDate
,,PG008236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.33,104.49547,Samoans of Fiji (PG008236),2025-05-19T03:04:18.34+00:00
,,PG010989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.429194,104.6391,Fijians of Vanuatu (PG010989),2025-05-19T03:04:19.346+00:00
,,PG008223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.564814,102.01239,Han Chinese of Fiji (PG008223),2025-07-24T17:01:34.264+00:00
,,PG010902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.452996,101.883215,Padaung Karen of Thailand (PG010902),2025-05-19T03:04:24.523+00:00
,,PG007317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.955632,100.469047,Mosuo of China (PG007317),2025-05-19T03:04:31.83+00:00
,,PG007353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.914103,99.304431,Pula of China (PG007353),2025-05-19T03:04:41.53+00:00
,,PG010877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.878515,104.225454,Lahu of Thailand (PG010877),2025-05-19T03:04:47.78+00:00
,,PG007381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.603804,98.720911,Sani of China (PG007381),2025-05-19T03:04:48.083+00:00
,,PG006800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.986798,103.237876,Han Chinese (Huizhou) of China (PG006800),2025-05-19T03:03:02.84+00:00
,,PG010758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.162148,108.939981,Han Chinese of the Solomon Islands (PG010758),2025-05-19T03:03:23.27+00:00
,,PG010849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.215132,108.754355,Han Chinese of Thailand (PG010849),2025-05-19T03:03:43.79+00:00
,,PG006801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.062566,104.700356,Han Chinese (Jinyu) of China (PG006801),2025-05-19T03:03:46.81+00:00
,,PG006672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.621548,107.8234,Azhe of China (PG006672),2025-05-19T03:03:49.873+00:00
,,PG010920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.058863,105.938628,So of Thailand (PG010920),2025-05-19T03:03:53.14+00:00
,,PG010871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.328798,105.829342,Khmu of Thailand (PG010871),2025-05-19T03:04:06.646+00:00
,,PG011224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.248991,102.035886,Southern Mnong of Vietnam (PG011224),2025-05-19T03:04:29.28+00:00
,,PG010707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.523707,124.116689,Japanese of Singapore (PG010707),2025-05-19T03:04:38.726+00:00
,,PG010706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.954742,109.946034,Indonesians of Singapore (PG010706),2025-05-19T03:04:53.04+00:00
,,PG011239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.820505,109.921284,Trieng of Vietnam (PG011239),2025-05-19T03:02:53.71+00:00
,,PG011179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.296433,100.863065,Maa of Vietnam (PG011179),2025-05-19T03:02:57.156+00:00
,,PG010874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.463899,109.554552,Koreans of Thailand (PG010874),2025-05-19T03:03:20.223+00:00
,,PG007938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.262181,81.211005,Japanese of Australia (PG007938),2025-05-19T03:03:23.45+00:00
,,PG007198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.009023,83.114086,Southern Qiandong Miao of China (PG007198),2025-05-19T03:04:05.61+00:00
,,PG015310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.242754,112.980867,Koreans of Madagascar (PG015310),2025-05-19T03:04:28.663+00:00
,,PG007940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.430122,116.115465,Javanese of Australia (PG007940),2025-05-19T03:04:32.28+00:00
,,PG009629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.97696,124.4758,Niueans of New Zealand (PG009629),2025-05-19T03:04:54.516+00:00
,,PG007521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.996356,115.913979,Japanese of Taiwan (PG007521),2025-05-19T03:04:58.173+00:00
,,PG007935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.162222,111.572439,Indonesians of Australia (PG007935),2025-05-19T03:02:58.12+00:00
,,PG011070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.330802,119.538503,Tahitians of Vanuatu (PG011070),2025-05-19T03:03:25.106+00:00
,,PG007247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8015,118.090293,Laopang of China (PG007247),2025-05-19T03:03:29.136+00:00
,,PG011036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.675333,118.174531,Navut of Vanuatu (PG011036),2025-05-19T03:03:32.82+00:00
,,PG011011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.189024,119.639337,Mae of Vanuatu (PG011011),2025-05-19T03:03:35.536+00:00
,,PG006715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.218649,161.15822,Cun of China (PG006715),2025-05-19T03:04:13.846+00:00
,,PG000557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.994443,167.69684,Latvians of Sweden (PG000557),2025-05-19T03:04:25.863+00:00
,,PG000449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.64649,168.06,Finns of Norway (PG000449),2025-05-19T03:04:34.193+00:00
,,PG007934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.10933,167.830584,Hungarians of Australia (PG007934),2025-05-19T03:04:45.93+00:00
,,PG000555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.20699,108.31809,Hungarians of Sweden (PG000555),2025-05-19T03:04:47.646+00:00
,,PG000553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.35787,125.37833,Finns of Sweden (PG000553),2025-05-19T03:03:57.89+00:00
,,PG000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.455,159.696,Hungarians of Austria (PG000021),2025-05-19T03:02:41.193+00:00
,,PG000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.528474,120.53586,Croats of Austria (PG000012),2025-05-19T03:03:07.37+00:00
,,PG007826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30027,-171.752968,Anglo-Australians of Australia (PG007826),2025-05-19T03:03:40.996+00:00
,,PG000280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.40229,166.95814,Gibraltarians of Gibraltar (PG000280),2025-05-19T03:03:45.39+00:00
,,PG000911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.488,173.148972,Finns of the Russian Federation (PG000911),2025-05-19T03:03:56.82+00:00
,,PG000896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27167,13.070184,Hungarians of Romania (PG000896),2025-05-19T03:04:22.563+00:00
,,PG000552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.838601,5.332,Estonians of Sweden (PG000552),2025-05-19T03:04:34.526+00:00
,,PG000568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.56432,-9.193436,Slovaks of Sweden (PG000568),2025-05-19T03:04:44.026+00:00
,,PG000544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.374049,107.66244,Calo Romani of Sweden (PG000544),2025-05-19T03:04:56.02+00:00
,,PG000376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.581277,107.968159,Italians of Malta (PG000376),2025-05-19T03:02:48.59+00:00
,,PG000368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.77029,24.6785,French of Luxembourg (PG000368),2025-05-19T03:03:29.923+00:00
,,PG000358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.755756,98.812772,Spaniards of Italy (PG000358),2025-05-19T03:03:44.726+00:00
,,PG000435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.64745,8.46419,Spaniards of the Netherlands (PG000435),2025-05-19T03:03:46.04+00:00
,,PG000564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.803697,93.8861,Poles of Sweden (PG000564),2025-05-19T03:03:52.8+00:00
,,PG000381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4081,2.428497,French of Monaco (PG000381),2025-05-19T03:03:57.646+00:00
,,PG000497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.603317,-4.025825,Spaniards of Portugal (PG000497),2025-05-19T03:04:09.276+00:00
,,PG000549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.05157,2.281421,Czechs of Sweden (PG000549),2025-05-19T03:04:17.166+00:00
,,PG000505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1962,96.9531,Italians of San Marino (PG000505),2025-05-19T03:04:31.766+00:00
,,PG000565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.877492,104.50536,Vlax Romani of Sweden (PG000565),2025-05-19T03:04:33.096+00:00
,,PG000550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.855162,162.939,Danes of Sweden (PG000550),2025-05-19T03:02:56.723+00:00
,,PG000367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.902402,3.062938,Dutch of Luxembourg (PG000367),2025-07-24T17:01:34.281+00:00
,,PG000356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.165,167.65074,Slovenes of Italy (PG000356),2025-05-19T03:03:06.4+00:00
,,PG000448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.513002,161.3536,Danes of Norway (PG000448),2025-05-19T03:03:10.89+00:00
,,PG000567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.41,166.90525,Russians of Sweden (PG000567),2025-05-19T03:03:44.13+00:00
,,PG000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.637276,107.85923,Czechs of Austria (PG000013),2025-05-19T03:04:17.99+00:00
,,PG000841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.29344,168.1288,Balkan Romani of Latvia (PG000841),2025-10-29T10:45:01.391+00:00
,,PG000270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.3297,19.8102,Slovenes of Germany (PG000270),2025-05-19T03:02:39.063+00:00
,,PG000738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.28389,166.61341,Macedonians of Bulgaria (PG000738),2025-05-19T03:02:42.426+00:00
,,PG000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6066,161.6296,Swedes of Austria (PG000044),2025-05-19T03:03:08.17+00:00
,,PG000846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0881,166.7723,Lithuanians of Latvia (PG000846),2025-05-19T03:03:15.64+00:00
,,PG000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9568,167.4417,Spaniards of Austria (PG000043),2025-05-19T03:03:40.546+00:00
,,PG000478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.25195,167.469,French of Portugal (PG000478),2025-05-19T03:03:42.913+00:00
,,PG000848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.3418,-134.97034,Poles of Latvia (PG000848),2025-10-31T17:10:34.033+00:00
,,PG000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.15686,-144.33752,Poles of Austria (PG000036),2025-05-19T03:03:58.143+00:00
,,PG000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.42914,97.896,Greeks of Austria (PG000019),2025-05-19T03:04:24.556+00:00
,,PG007974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.215,121.423618,Macedonians of Australia (PG007974),2025-05-19T03:04:37.15+00:00
,,PG000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.10953,98.86843,Italians of Austria (PG000025),2025-05-19T03:04:44.336+00:00
,,PG000252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.63043,107.987143,Lithuanians of Germany (PG000252),2025-05-19T03:03:13.686+00:00
,,PG000781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.462,103.521666,Russians of Estonia (PG000781),2025-05-19T03:03:14.25+00:00
,,PG000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.170901,99.630583,Russians of Belgium (PG000069),2025-05-19T03:03:28.64+00:00
,,PG000800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.12131,103.552643,Russians of Georgia (PG000800),2025-05-19T03:03:45.92+00:00
,,PG000350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.392538,103.670113,Russians of Italy (PG000350),2025-05-19T03:03:52.443+00:00
,,PG000429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.537379,124.488213,Russians of the Netherlands (PG000429),2025-05-19T03:04:08.526+00:00
,,PG000803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.06942,107.8776,Ukrainians of Georgia (PG000803),2025-05-19T03:04:24.686+00:00
,,PG008063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.446461,109.357121,Russians of Australia (PG008063),2025-05-19T03:04:46+00:00
,,PG000275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.836356,103.687601,Ukrainians of Germany (PG000275),2025-05-19T03:04:50.596+00:00
,,PG000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.468926,113.246808,Russians of Austria (PG000038),2025-05-19T03:03:52.663+00:00
,,PG000867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.321,103.563459,Russians of Moldova (PG000867),2025-05-19T03:03:57.673+00:00
,,PG000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6238,123.708418,Russians of Finland (PG000119),2025-05-19T03:04:06.323+00:00
,,PG000903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.046223,168.16506,Ukrainians of Romania (PG000903),2025-05-19T03:04:21.51+00:00
,,PG000853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.141041,-138.97893,Russians of Lithuania (PG000853),2025-05-19T03:03:22.736+00:00
,,PG000849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.838213,46.40474,Russians of Latvia (PG000849),2025-05-19T03:04:05.57+00:00
,,PG000850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.449715,167.70701,Ukrainians of Latvia (PG000850),2025-05-19T03:04:28.26+00:00
,,PG000264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.70956,52.63548,Portuguese of Germany (PG000264),2025-05-19T03:04:45.09+00:00
,,PG000595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.75663,167.699,Portuguese of Switzerland (PG000595),2025-05-19T03:02:56.326+00:00
,,PG000199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.21256,121.29005,Spaniards of France (PG000199),2025-05-19T03:02:57.483+00:00
,,PG000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.48376,69.0308,French of Austria (PG000017),2025-05-19T03:03:04.076+00:00
,,PG000263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.12921,11.568653,Poles of Germany (PG000263),2025-05-19T03:03:13.19+00:00
,,PG000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.838,45.3901,Sinte Romani of France (PG000191),2025-05-19T03:03:48.933+00:00
,,PG000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.99837,108.49012,Portuguese of Belgium (PG000067),2025-05-19T03:03:57.926+00:00
,,PG000372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0083,119.92596,Portuguese of Luxembourg (PG000372),2025-05-19T03:04:10.28+00:00
,,PG000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.188401,54.8065,Slovenes of Austria (PG000041),2025-05-19T03:04:50.063+00:00
,,PG000601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.85479,13.837603,Spaniards of Switzerland (PG000601),2025-05-19T03:04:50.16+00:00
,,PG000370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.28528,-88.73116,Italians of Luxembourg (PG000370),2025-05-19T03:02:42.6+00:00
,,PG000176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13894,19.66064,Vlax Romani of France (PG000176),2025-05-19T03:03:22.433+00:00
,,PG000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9709,-66.71641,Italians of Belgium (PG000059),2025-05-19T03:03:29.846+00:00
,,PG000585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.053704,-9.346027,Swiss of Switzerland (PG000585),2025-05-19T03:03:45.266+00:00
,,PG000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.54892,117.36004,Italians of France (PG000164),2025-10-31T16:34:34.202+00:00
,,PG000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.82175,-73.04597,Catalonians of France (PG000142),2025-05-19T03:04:10.066+00:00
,,PG000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.13298,-65.63482,Walloons of Belgium (PG000076),2025-05-19T03:04:27.84+00:00
,,PG000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.794448,-64.94382,Vlax Romani of Belgium (PG000068),2025-05-19T03:04:55.13+00:00
,,PG000186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67624,4.959624,Portuguese of France (PG000186),2025-05-19T03:02:36.186+00:00
,,PG007936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.32514,-89.069437,Italians of Australia (PG007936),2025-05-19T03:02:40.766+00:00
,,PG000533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.81152,122.2705,Portuguese of Spain (PG000533),2025-05-19T03:02:47.316+00:00
,,PG000348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.78752,-76.89247,Sinte Romani of Italy (PG000348),2025-05-19T03:02:59.466+00:00
,,PG000303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.317032,-74.11959,Spaniards of Ireland (PG000303),2025-05-19T03:03:57.11+00:00
,,PG000554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.157722,11.90377,Swiss German of Sweden (PG000554),2025-05-19T03:04:14.55+00:00
,,PG000671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5659,-64.0535,Poles of the United Kingdom (PG000671),2025-05-19T03:04:22.84+00:00
,,PG000562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98737,-56.169717,Norwegians of Sweden (PG000562),2025-05-19T03:04:27.29+00:00
,,PG000986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.593902,-72.281822,Balkan Romani of Ukraine (PG000986),2025-05-19T03:04:36.263+00:00
,,PG000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.659814,-88.35514,Swedes of Finland (PG000122),2025-05-19T03:04:56.803+00:00
,,PG000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.2611,-70.16174,Spaniards of Andorra (PG000002),2025-05-19T03:03:13.91+00:00
,,PG000551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.854848,-63.19145,Dutch of Sweden (PG000551),2025-05-19T03:03:29.796+00:00
